x,y,dx,dy
-5,-108,-1,0
-6,-108,-1,0
-7,-108,-1,0
-8,-108,-1,0
-9,-108,-1,0
-10,-108,0,1
-10,-107,1,0
-9,-107,1,0
-8,-107,1,0
-7,-107,1,0
-6,-107,1,0
-5,-107,1,0
-4,-107,1,0
-3,-107,1,0
-2,-107,1,0
-1,-107,0,1
-1,-106,-1,0
-2,-106,-1,0
-3,-106,-1,0
-4,-106,-1,0
-5,-106,-1,0
-6,-106,-1,0
-7,-106,-1,0
-8,-106,-1,0
-9,-106,-1,0
-10,-106,0,1
-10,-105,1,0
-9,-105,1,0
-8,-105,1,0
-7,-105,1,0
-6,-105,1,0
-5,-105,1,0
-4,-105,1,0
-3,-105,1,0
-2,-105,1,0
-1,-105,0,1
-1,-104,-1,0
-2,-104,0,1
-2,-103,1,0
-1,-103,0,1
-1,-102,-1,0
-2,-102,-1,0
-3,-102,-1,1
-4,-101,0,-1
-4,-102,0,-1
-4,-103,1,0
-3,-103,0,-1
-3,-104,-1,0
-4,-104,-1,0
-5,-104,-1,0
-6,-104,-1,0
-7,-104,-1,0
-8,-104,-1,0
-9,-104,-1,0
-10,-104,0,1
-10,-103,1,0
-9,-103,1,0
-8,-103,1,0
-7,-103,1,0
-6,-103,1,0
-5,-103,0,1
-5,-102,-1,0
-6,-102,-1,0
-7,-102,-1,0
-8,-102,-1,0
-9,-102,-1,0
-10,-102,-1,0
-11,-102,0,-1
-11,-103,0,-1
-11,-104,0,-1
-11,-105,0,-1
-11,-106,0,-1
-11,-107,0,-1
-11,-108,0,-1
-11,-109,1,0
-10,-109,1,0
-9,-109,1,0
-8,-109,1,0
-7,-109,1,0
-6,-109,0,-1
-6,-110,-1,0
-7,-110,-1,0
-8,-110,-1,0
-9,-110,-1,0
-10,-110,-1,0
-11,-110,0,-1
-11,-111,1,0
-10,-111,1,0
-9,-111,1,0
-8,-111,1,0
-7,-111,1,0
-6,-111,1,0
-5,-111,1,0
-4,-111,1,0
-3,-111,0,1
-3,-110,-1,0
-4,-110,-1,0
-5,-110,0,1
-5,-109,1,0
-4,-109,1,0
-3,-109,1,0
-2,-109,0,-1
-2,-110,0,-1
-2,-111,0,-1
-2,-112,-1,0
-3,-112,-1,0
-4,-112,-1,0
-5,-112,-1,0
-6,-112,-1,0
-7,-112,-1,0
-8,-112,-1,0
-9,-112,-1,0
-10,-112,-1,0
-11,-112,0,-1
-11,-113,0,-1
-11,-114,0,-1
-11,-115,1,0
-10,-115,1,0
-9,-115,0,1
-9,-114,-1,0
-10,-114,0,1
-10,-113,1,0
-9,-113,1,0
-8,-113,1,0
-7,-113,1,0
-6,-113,1,0
-5,-113,1,0
-4,-113,1,0
-3,-113,0,-1
-3,-114,-1,0
-4,-114,-1,0
-5,-114,-1,0
-6,-114,-1,0
-7,-114,-1,0
-8,-114,0,-1
-8,-115,0,-1
-8,-116,-1,0
-9,-116,-1,0
-10,-116,-1,0
-11,-116,-1,0
-12,-116,0,1
-12,-115,0,1
-12,-114,0,1
-12,-113,0,1
-12,-112,0,1
-12,-111,0,1
-12,-110,0,1
-12,-109,0,1
-12,-108,0,1
-12,-107,0,1
-12,-106,0,1
-12,-105,0,1
-12,-104,0,1
-12,-103,0,1
-12,-102,0,1
-12,-101,0,1
-12,-100,0,1
-12,-99,0,1
-12,-98,-1,0
-13,-98,0,-1
-13,-99,0,-1
-13,-100,0,-1
-13,-101,0,-1
-13,-102,0,-1
-13,-103,0,-1
-13,-104,0,-1
-13,-105,0,-1
-13,-106,0,-1
-13,-107,0,-1
-13,-108,0,-1
-13,-109,0,-1
-13,-110,0,-1
-13,-111,0,-1
-13,-112,0,-1
-13,-113,0,-1
-13,-114,0,-1
-13,-115,0,-1
-13,-116,0,-1
-13,-117,0,-1
-13,-118,0,-1
-13,-119,0,-1
-13,-120,0,-1
-13,-121,0,-1
-13,-122,0,-1
-13,-123,0,-1
-13,-124,0,-1
-13,-125,0,-1
-13,-126,-1,0
-14,-126,-1,0
-15,-126,-1,1
-16,-125,0,1
-16,-124,0,1
-16,-123,0,1
-16,-122,0,1
-16,-121,0,1
-16,-120,0,1
-16,-119,0,1
-16,-118,0,1
-16,-117,0,1
-16,-116,0,1
-16,-115,0,1
-16,-114,0,1
-16,-113,0,1
-16,-112,0,1
-16,-111,0,1
-16,-110,0,1
-16,-109,0,1
-16,-108,0,1
-16,-107,0,1
-16,-106,0,1
-16,-105,0,1
-16,-104,0,1
-16,-103,0,1
-16,-102,0,1
-16,-101,0,1
-16,-100,0,1
-16,-99,0,1
-16,-98,0,1
-16,-97,1,0
-15,-97,0,-1
-15,-98,0,-1
-15,-99,0,-1
-15,-100,0,-1
-15,-101,0,-1
-15,-102,0,-1
-15,-103,0,-1
-15,-104,0,-1
-15,-105,0,-1
-15,-106,0,-1
-15,-107,0,-1
-15,-108,0,-1
-15,-109,0,-1
-15,-110,0,-1
-15,-111,0,-1
-15,-112,0,-1
-15,-113,0,-1
-15,-114,0,-1
-15,-115,0,-1
-15,-116,0,-1
-15,-117,0,-1
-15,-118,0,-1
-15,-119,0,-1
-15,-120,0,-1
-15,-121,0,-1
-15,-122,0,-1
-15,-123,0,-1
-15,-124,0,-1
-15,-125,1,0
-14,-125,0,1
-14,-124,0,1
-14,-123,0,1
-14,-122,0,1
-14,-121,0,1
-14,-120,0,1
-14,-119,0,1
-14,-118,0,1
-14,-117,0,1
-14,-116,0,1
-14,-115,0,1
-14,-114,0,1
-14,-113,0,1
-14,-112,0,1
-14,-111,0,1
-14,-110,0,1
-14,-109,0,1
-14,-108,0,1
-14,-107,0,1
-14,-106,0,1
-14,-105,0,1
-14,-104,0,1
-14,-103,0,1
-14,-102,0,1
-14,-101,0,1
-14,-100,0,1
-14,-99,0,1
-14,-98,0,1
-14,-97,1,0
-13,-97,1,0
-12,-97,1,0
-11,-97,0,-1
-11,-98,0,-1
-11,-99,0,-1
-11,-100,0,-1
-11,-101,1,0
-10,-101,1,0
-9,-101,1,0
-8,-101,1,0
-7,-101,1,0
-6,-101,1,0
-5,-101,0,1
-5,-100,0,1
-5,-99,0,1
-5,-98,0,1
-5,-97,0,1
-5,-96,0,1
-5,-95,0,1
-5,-94,0,1
-5,-93,0,1
-5,-92,-1,1
-6,-91,1,0
-5,-91,-2,0
-7,-91,-1,-1
-8,-92,-1,0
-9,-92,-1,0
-10,-92,-1,0
-11,-92,-1,0
-12,-92,-1,0
-13,-92,-1,0
-14,-92,-1,0
-15,-92,-1,0
-16,-92,0,1
-16,-91,0,1
-16,-90,1,0
-15,-90,0,-1
-15,-91,1,0
-14,-91,1,0
-13,-91,1,0
-12,-91,1,0
-11,-91,1,0
-10,-91,1,0
-9,-91,1,0
-8,-91,2,1
-6,-90,1,0
-5,-90,-2,0
-7,-90,-1,0
-8,-90,-1,0
-9,-90,-1,0
-10,-90,-1,0
-11,-90,-1,0
-12,-90,-1,0
-13,-90,-1,0
-14,-90,0,1
-14,-89,1,0
-13,-89,1,0
-12,-89,0,1
-12,-88,-1,0
-13,-88,-1,0
-14,-88,0,1
-14,-87,0,1
-14,-86,0,1
-14,-85,0,1
-14,-84,0,1
-14,-83,1,0
-13,-83,0,-1
-13,-84,0,-1
-13,-85,0,-1
-13,-86,0,-1
-13,-87,1,0
-12,-87,1,0
-11,-87,1,0
-10,-87,1,0
-9,-87,1,0
-8,-87,1,0
-7,-87,1,0
-6,-87,0,1
-6,-86,0,1
-6,-85,0,1
-6,-84,-1,0
-7,-84,-1,0
-8,-84,-1,0
-9,-84,-1,0
-10,-84,-1,0
-11,-84,0,-1
-11,-85,1,0
-10,-85,1,0
-9,-85,1,0
-8,-85,1,0
-7,-85,0,-1
-7,-86,-1,0
-8,-86,-1,0
-9,-86,-1,0
-10,-86,-1,0
-11,-86,-1,0
-12,-86,0,1
-12,-85,0,1
-12,-84,0,1
-12,-83,1,0
-11,-83,1,0
-10,-83,1,0
-9,-83,1,0
-8,-83,1,0
-7,-83,1,0
-6,-83,1,0
-5,-83,1,0
-4,-83,1,0
-3,-83,1,0
-2,-83,0,-1
-2,-84,0,-1
-2,-85,0,-1
-2,-86,0,-1
-2,-87,0,-1
-2,-88,0,-1
-2,-89,0,-1
-2,-90,0,-1
-2,-91,0,-1
-2,-92,0,-1
-2,-93,0,-1
-2,-94,0,-1
-2,-95,0,-1
-2,-96,0,-1
-2,-97,-1,0
-3,-97,0,1
-3,-96,0,1
-3,-95,0,1
-3,-94,0,1
-3,-93,0,1
-3,-92,0,1
-3,-91,0,1
-3,-90,0,1
-3,-89,0,1
-3,-88,0,1
-3,-87,0,1
-3,-86,-1,0
-4,-86,0,1
-4,-85,1,0
-3,-85,0,1
-3,-84,-1,0
-4,-84,-1,0
-5,-84,0,-1
-5,-85,0,-1
-5,-86,0,-1
-5,-87,1,0
-4,-87,0,-1
-4,-88,0,-1
-4,-89,-1,1
-5,-88,-1,0
-6,-88,-1,0
-7,-88,-1,0
-8,-88,-1,0
-9,-88,-1,0
-10,-88,-1,0
-11,-88,0,-1
-11,-89,1,0
-10,-89,1,0
-9,-89,1,0
-8,-89,1,0
-7,-89,1,0
-6,-89,1,0
-5,-89,1,-1
-4,-90,0,-1
-4,-91,0,-1
-4,-92,0,-1
-4,-93,0,-1
-4,-94,0,-1
-4,-95,0,-1
-4,-96,0,-1
-4,-97,0,-1
-4,-98,0,-1
-4,-99,0,-1
-4,-100,1,-1
-3,-101,1,0
-2,-101,1,0
-1,-101,-2,1
-3,-100,1,0
-2,-100,1,0
-1,-100,0,1
-1,-99,-1,0
-2,-99,-1,0
-3,-99,0,1
-3,-98,1,0
-2,-98,1,0
-1,-98,0,1
-1,-97,0,1
-1,-96,0,1
-1,-95,0,1
-1,-94,0,1
-1,-93,0,1
-1,-92,0,1
-1,-91,0,1
-1,-90,0,1
-1,-89,0,1
-1,-88,0,1
-1,-87,0,1
-1,-86,0,1
-1,-85,0,1
-1,-84,0,1
-1,-83,0,1
-1,-82,-1,0
-2,-82,-1,0
-3,-82,-1,0
-4,-82,-1,0
-5,-82,-1,0
-6,-82,-1,0
-7,-82,-1,0
-8,-82,-1,0
-9,-82,-1,0
-10,-82,-1,0
-11,-82,-1,0
-12,-82,-1,0
-13,-82,-1,0
-14,-82,-1,0
-15,-82,-1,0
-16,-82,-1,0
-17,-82,0,-1
-17,-83,0,-1
-17,-84,1,0
-16,-84,0,1
-16,-83,1,0
-15,-83,0,-1
-15,-84,0,-1
-15,-85,0,-1
-15,-86,0,-1
-15,-87,0,-1
-15,-88,0,-1
-15,-89,-1,0
-16,-89,0,1
-16,-88,0,1
-16,-87,0,1
-16,-86,0,1
-16,-85,-1,0
-17,-85,0,-1
-17,-86,0,-1
-17,-87,-1,0
-18,-87,0,1
-18,-86,0,1
-18,-85,0,1
-18,-84,0,1
-18,-83,0,1
-18,-82,0,1
-18,-81,1,0
-17,-81,1,0
-16,-81,1,0
-15,-81,1,0
-14,-81,1,0
-13,-81,1,0
-12,-81,1,0
-11,-81,1,0
-10,-81,1,0
-9,-81,1,0
-8,-81,1,0
-7,-81,1,0
-6,-81,1,0
-5,-81,1,0
-4,-81,1,0
-3,-81,1,0
-2,-81,1,0
-1,-81,0,1
-1,-80,-1,0
-2,-80,-1,0
-3,-80,-1,0
-4,-80,-1,0
-5,-80,-1,0
-6,-80,-1,0
-7,-80,-1,0
-8,-80,-1,0
-9,-80,-1,0
-10,-80,-1,0
-11,-80,-1,0
-12,-80,-1,0
-13,-80,-1,0
-14,-80,-1,0
-15,-80,-1,0
-16,-80,-1,0
-17,-80,-1,0
-18,-80,-1,0
-19,-80,-1,0
-20,-80,0,-1
-20,-81,1,0
-19,-81,0,-1
-19,-82,-1,0
-20,-82,-1,0
-21,-82,0,1
-21,-81,0,1
-21,-80,0,1
-21,-79,1,0
-20,-79,1,0
-19,-79,1,0
-18,-79,1,0
-17,-79,1,0
-16,-79,1,0
-15,-79,1,0
-14,-79,1,0
-13,-79,1,0
-12,-79,1,0
-11,-79,1,0
-10,-79,1,0
-9,-79,1,0
-8,-79,1,0
-7,-79,1,0
-6,-79,1,0
-5,-79,1,0
-4,-79,1,0
-3,-79,1,0
-2,-79,1,0
-1,-79,0,1
-1,-78,-1,0
-2,-78,-1,0
-3,-78,-1,0
-4,-78,-1,0
-5,-78,-1,0
-6,-78,-1,0
-7,-78,-1,0
-8,-78,-1,0
-9,-78,-1,0
-10,-78,-1,0
-11,-78,-1,0
-12,-78,-1,0
-13,-78,-1,0
-14,-78,-1,0
-15,-78,-1,0
-16,-78,-1,0
-17,-78,-1,0
-18,-78,-1,1
-19,-77,-1,1
-20,-76,-1,0
-21,-76,-1,0
-22,-76,-1,0
-23,-76,-1,0
-24,-76,-1,0
-25,-76,-1,0
-26,-76,-1,0
-27,-76,-1,0
-28,-76,-1,0
-29,-76,0,-1
-29,-77,1,0
-28,-77,1,0
-27,-77,1,0
-26,-77,1,0
-25,-77,1,0
-24,-77,1,0
-23,-77,1,0
-22,-77,1,0
-21,-77,1,0
-20,-77,1,-1
-19,-78,-1,0
-20,-78,-1,0
-21,-78,-1,0
-22,-78,-1,0
-23,-78,-1,0
-24,-78,-1,0
-25,-78,-1,0
-26,-78,-1,0
-27,-78,-1,0
-28,-78,-1,0
-29,-78,0,-1
-29,-79,1,0
-28,-79,1,0
-27,-79,1,0
-26,-79,1,0
-25,-79,1,0
-24,-79,1,0
-23,-79,1,0
-22,-79,0,-1
-22,-80,0,-1
-22,-81,0,-1
-22,-82,0,-1
-22,-83,1,0
-21,-83,1,0
-20,-83,1,0
-19,-83,0,-1
-19,-84,-1,0
-20,-84,-1,0
-21,-84,-1,0
-22,-84,0,-1
-22,-85,0,-1
-22,-86,0,-1
-22,-87,1,0
-21,-87,1,0
-20,-87,0,1
-20,-86,-1,0
-21,-86,0,1
-21,-85,1,0
-20,-85,1,0
-19,-85,0,-1
-19,-86,0,-1
-19,-87,0,-1
-19,-88,0,-1
-19,-89,0,-1
-19,-90,0,-1
-19,-91,0,-1
-19,-92,0,-1
-19,-93,1,0
-18,-93,0,1
-18,-92,0,1
-18,-91,0,1
-18,-90,0,1
-18,-89,0,1
-18,-88,1,0
-17,-88,0,-1
-17,-89,0,-1
-17,-90,0,-1
-17,-91,0,-1
-17,-92,0,-1
-17,-93,1,0
-16,-93,1,0
-15,-93,1,0
-14,-93,1,0
-13,-93,1,0
-12,-93,1,0
-11,-93,1,0
-10,-93,1,0
-9,-93,1,0
-8,-93,1,0
-7,-93,0,1
-7,-92,1,0
-6,-92,0,-1
-6,-93,0,-1
-6,-94,0,-1
-6,-95,0,-1
-6,-96,0,-1
-6,-97,0,-1
-6,-98,0,-1
-6,-99,0,-1
-6,-100,-1,0
-7,-100,0,1
-7,-99,0,1
-7,-98,0,1
-7,-97,0,1
-7,-96,-1,0
-8,-96,0,-1
-8,-97,0,-1
-8,-98,-1,0
-9,-98,0,-1
-9,-99,1,0
-8,-99,0,-1
-8,-100,-1,0
-9,-100,-1,0
-10,-100,0,1
-10,-99,0,1
-10,-98,0,1
-10,-97,1,0
-9,-97,0,1
-9,-96,0,1
-9,-95,1,0
-8,-95,1,0
-7,-95,0,1
-7,-94,-1,0
-8,-94,-1,0
-9,-94,-1,0
-10,-94,-1,0
-11,-94,-1,0
-12,-94,-1,0
-13,-94,-1,0
-14,-94,-1,0
-15,-94,-1,0
-16,-94,-1,0
-17,-94,-1,0
-18,-94,-1,0
-19,-94,-1,0
-20,-94,0,1
-20,-93,0,1
-20,-92,0,1
-20,-91,0,1
-20,-90,0,1
-20,-89,0,1
-20,-88,-1,0
-21,-88,-1,0
-22,-88,-1,0
-23,-88,-1,0
-24,-88,-1,0
-25,-88,-1,0
-26,-88,-1,0
-27,-88,0,-1
-27,-89,-1,0
-28,-89,0,1
-28,-88,0,1
-28,-87,1,0
-27,-87,1,0
-26,-87,1,0
-25,-87,1,0
-24,-87,1,0
-23,-87,0,1
-23,-86,0,1
-23,-85,0,1
-23,-84,0,1
-23,-83,0,1
-23,-82,0,1
-23,-81,0,1
-23,-80,-1,0
-24,-80,-1,0
-25,-80,-1,0
-26,-80,-1,0
-27,-80,-1,0
-28,-80,-1,0
-29,-80,-1,0
-30,-80,0,1
-30,-79,0,1
-30,-78,0,1
-30,-77,0,1
-30,-76,0,1
-30,-75,1,0
-29,-75,1,0
-28,-75,1,0
-27,-75,1,0
-26,-75,1,0
-25,-75,1,0
-24,-75,1,0
-23,-75,1,0
-22,-75,1,0
-21,-75,1,0
-20,-75,1,0
-19,-75,0,-1
-19,-76,1,-1
-18,-77,1,0
-17,-77,1,0
-16,-77,1,0
-15,-77,1,0
-14,-77,1,0
-13,-77,1,0
-12,-77,1,0
-11,-77,1,0
-10,-77,1,0
-9,-77,1,0
-8,-77,1,0
-7,-77,1,0
-6,-77,1,0
-5,-77,1,0
-4,-77,1,0
-3,-77,1,0
-2,-77,1,0
-1,-77,0,1
-1,-76,-1,0
-2,-76,-1,0
-3,-76,-1,0
-4,-76,-1,0
-5,-76,-1,0
-6,-76,-1,0
-7,-76,-1,0
-8,-76,-1,0
-9,-76,-1,0
-10,-76,-1,0
-11,-76,-1,0
-12,-76,-1,0
-13,-76,-1,0
-14,-76,-1,0
-15,-76,-1,0
-16,-76,-1,0
-17,-76,-1,0
-18,-76,0,1
-18,-75,1,0
-17,-75,1,0
-16,-75,1,0
-15,-75,1,0
-14,-75,1,0
-13,-75,1,0
-12,-75,0,1
-12,-74,-1,0
-13,-74,-1,0
-14,-74,0,1
-14,-73,1,0
-13,-73,1,0
-12,-73,1,0
-11,-73,1,0
-10,-73,1,0
-9,-73,0,-1
-9,-74,-1,0
-10,-74,-1,0
-11,-74,0,-1
-11,-75,1,0
-10,-75,1,0
-9,-75,1,0
-8,-75,1,0
-7,-75,1,0
-6,-75,1,0
-5,-75,1,0
-4,-75,1,0
-3,-75,1,0
-2,-75,1,0
-1,-75,0,1
-1,-74,-1,0
-2,-74,-1,0
-3,-74,-1,0
-4,-74,-1,0
-5,-74,-1,0
-6,-74,-1,0
-7,-74,-1,0
-8,-74,0,1
-8,-73,1,0
-7,-73,1,0
-6,-73,1,0
-5,-73,1,0
-4,-73,1,0
-3,-73,1,0
-2,-73,1,0
-1,-73,0,1
-1,-72,-1,0
-2,-72,-1,0
-3,-72,-1,0
-4,-72,-1,0
-5,-72,-1,0
-6,-72,-1,0
-7,-72,-1,0
-8,-72,-1,0
-9,-72,-1,0
-10,-72,-1,0
-11,-72,-1,0
-12,-72,-1,0
-13,-72,-1,0
-14,-72,-1,0
-15,-72,-1,1
-16,-71,0,-1
-16,-72,-1,0
-17,-72,0,-1
-17,-73,1,0
-16,-73,1,0
-15,-73,0,-1
-15,-74,-1,0
-16,-74,-1,0
-17,-74,-1,0
-18,-74,0,1
-18,-73,0,1
-18,-72,-1,0
-19,-72,-1,0
-20,-72,-1,0
-21,-72,-1,0
-22,-72,-1,0
-23,-72,-1,0
-24,-72,-1,0
-25,-72,0,1
-25,-71,1,0
-24,-71,1,0
-23,-71,1,0
-22,-71,1,0
-21,-71,1,0
-20,-71,1,0
-19,-71,1,0
-18,-71,1,0
-17,-71,0,1
-17,-70,0,1
-17,-69,0,1
-17,-68,0,1
-17,-67,1,1
-16,-66,0,-1
-16,-67,1,1
-15,-66,1,1
-14,-65,1,1
-13,-64,1,1
-12,-63,1,1
-11,-62,1,1
-10,-61,1,0
-9,-61,1,0
-8,-61,0,-1
-8,-62,0,-1
-8,-63,-1,0
-9,-63,0,1
-9,-62,-1,0
-10,-62,0,-1
-10,-63,-1,0
-11,-63,0,-1
-11,-64,-1,0
-12,-64,-1,-1
-13,-65,1,0
-12,-65,0,-1
-12,-66,-1,0
-13,-66,-1,0
-14,-66,-1,-1
-15,-67,-1,-1
-16,-68,0,-1
-16,-69,0,-1
-16,-70,1,-1
-15,-71,1,0
-14,-71,1,0
-13,-71,1,0
-12,-71,1,0
-11,-71,1,0
-10,-71,1,0
-9,-71,1,0
-8,-71,1,0
-7,-71,1,0
-6,-71,1,0
-5,-71,1,0
-4,-71,1,0
-3,-71,1,0
-2,-71,1,0
-1,-71,-2,1
-3,-70,-1,0
-4,-70,-1,0
-5,-70,-1,0
-6,-70,-1,0
-7,-70,-1,0
-8,-70,-1,0
-9,-70,-1,0
-10,-70,-1,0
-11,-70,-1,0
-12,-70,-1,0
-13,-70,0,1
-13,-69,1,0
-12,-69,1,0
-11,-69,0,1
-11,-68,-1,0
-12,-68,-1,0
-13,-68,-1,0
-14,-68,0,-1
-14,-69,0,-1
-14,-70,-1,0
-15,-70,0,1
-15,-69,0,1
-15,-68,1,1
-14,-67,1,0
-13,-67,1,0
-12,-67,1,0
-11,-67,1,0
-10,-67,1,0
-9,-67,0,1
-9,-66,-1,0
-10,-66,-1,0
-11,-66,0,1
-11,-65,1,0
-10,-65,0,1
-10,-64,1,0
-9,-64,1,0
-8,-64,-1,-1
-9,-65,1,0
-8,-65,0,-1
-8,-66,0,-1
-8,-67,0,-1
-8,-68,-1,0
-9,-68,-1,0
-10,-68,0,-1
-10,-69,1,0
-9,-69,1,0
-8,-69,1,0
-7,-69,1,0
-6,-69,1,0
-5,-69,1,0
-4,-69,1,0
-3,-69,1,-1
-2,-70,1,0
-1,-70,-1,1
-2,-69,1,0
-1,-69,0,1
-1,-68,0,1
-1,-67,-1,0
-2,-67,0,-1
-2,-68,-1,0
-3,-68,0,1
-3,-67,0,1
-3,-66,1,0
-2,-66,1,0
-1,-66,0,1
-1,-65,-1,0
-2,-65,-1,0
-3,-65,-1,0
-4,-65,-1,0
-5,-65,0,1
-5,-64,0,1
-5,-63,0,1
-5,-62,0,1
-5,-61,0,1
-5,-60,0,1
-5,-59,1,1
-4,-58,0,-1
-4,-59,0,-1
-4,-60,0,-1
-4,-61,0,-1
-4,-62,0,-1
-4,-63,0,-1
-4,-64,1,0
-3,-64,1,0
-2,-64,1,0
-1,-64,0,1
-1,-63,-1,0
-2,-63,-1,0
-3,-63,0,1
-3,-62,1,0
-2,-62,1,0
-1,-62,0,1
-1,-61,0,1
-1,-60,0,1
-1,-59,0,1
-1,-58,0,1
-1,-57,0,1
-1,-56,-1,-1
-2,-57,0,-1
-2,-58,0,-1
-2,-59,0,-1
-2,-60,0,-1
-2,-61,-1,0
-3,-61,0,1
-3,-60,0,1
-3,-59,0,1
-3,-58,0,1
-3,-57,1,1
-2,-56,1,1
-1,-55,0,1
-1,-54,-1,-1
-2,-55,-1,-1
-3,-56,-1,-1
-4,-57,-1,-1
-5,-58,-1,-1
-6,-59,0,-1
-6,-60,0,-1
-6,-61,0,-1
-6,-62,0,-1
-6,-63,0,-1
-6,-64,0,-1
-6,-65,0,-1
-6,-66,1,0
-5,-66,1,0
-4,-66,0,-1
-4,-67,0,-1
-4,-68,-1,0
-5,-68,0,1
-5,-67,-1,0
-6,-67,0,-1
-6,-68,-1,0
-7,-68,0,1
-7,-67,0,1
-7,-66,0,1
-7,-65,0,1
-7,-64,0,1
-7,-63,0,1
-7,-62,0,1
-7,-61,0,1
-7,-60,-1,0
-8,-60,-1,0
-9,-60,1,1
-8,-59,1,0
-7,-59,1,1
-6,-58,1,1
-5,-57,1,1
-4,-56,1,1
-3,-55,1,1
-2,-54,1,1
-1,-53,-1,0
-2,-53,-1,0
-3,-53,0,-1
-3,-54,-1,-1
-4,-55,-1,-1
-5,-56,-1,-1
-6,-57,-1,-1
-7,-58,-1,0
-8,-58,0,1
-8,-57,1,0
-7,-57,0,1
-7,-56,1,0
-6,-56,0,1
-6,-55,1,0
-5,-55,0,1
-5,-54,1,0
-4,-54,0,1
-4,-53,-1,0
-5,-53,0,1
-5,-52,1,0
-4,-52,1,0
-3,-52,1,0
-2,-52,1,0
-1,-52,0,1
-1,-51,-1,0
-2,-51,-1,0
-3,-51,0,1
-3,-50,1,0
-2,-50,1,0
-1,-50,0,1
-1,-49,0,1
-1,-48,-1,0
-2,-48,0,-1
-2,-49,-1,0
-3,-49,-1,0
-4,-49,-1,0
-5,-49,-1,0
-6,-49,-1,0
-7,-49,0,-1
-7,-50,-1,0
-8,-50,-1,-1
-9,-51,1,0
-8,-51,1,0
-7,-51,1,1
-6,-50,1,0
-5,-50,1,0
-4,-50,0,-1
-4,-51,-1,0
-5,-51,-1,0
-6,-51,0,-1
-6,-52,-1,0
-7,-52,-1,0
-8,-52,-1,0
-9,-52,-1,0
-10,-52,-1,0
-11,-52,-1,0
-12,-52,-1,0
-13,-52,0,-1
-13,-53,1,0
-12,-53,1,0
-11,-53,1,0
-10,-53,1,0
-9,-53,1,0
-8,-53,1,0
-7,-53,1,0
-6,-53,0,-1
-6,-54,-1,0
-7,-54,0,-1
-7,-55,-1,-1
-8,-56,0,1
-8,-55,0,1
-8,-54,-1,0
-9,-54,-1,0
-10,-54,-1,0
-11,-54,-1,0
-12,-54,-1,0
-13,-54,-1,1
-14,-53,0,-1
-14,-54,-1,0
-15,-54,-1,0
-16,-54,0,-1
-16,-55,1,0
-15,-55,1,0
-14,-55,1,0
-13,-55,1,0
-12,-55,1,0
-11,-55,1,0
-10,-55,1,0
-9,-55,0,-1
-9,-56,0,-1
-9,-57,-1,0
-10,-57,0,1
-10,-56,-1,0
-11,-56,-1,0
-12,-56,-1,0
-13,-56,-1,0
-14,-56,-1,0
-15,-56,-1,0
-16,-56,-1,0
-17,-56,-1,0
-18,-56,0,1
-18,-55,1,0
-17,-55,0,1
-17,-54,-1,0
-18,-54,-1,0
-19,-54,-1,0
-20,-54,-1,0
-21,-54,-1,0
-22,-54,0,1
-22,-53,1,0
-21,-53,1,0
-20,-53,1,0
-19,-53,1,0
-18,-53,1,0
-17,-53,1,0
-16,-53,1,0
-15,-53,1,1
-14,-52,1,1
-13,-51,1,1
-12,-50,1,1
-11,-49,1,1
-10,-48,1,1
-9,-47,1,1
-8,-46,1,1
-7,-45,1,1
-6,-44,0,-1
-6,-45,-1,-1
-7,-46,-1,-1
-8,-47,-1,-1
-9,-48,-1,-1
-10,-49,-1,-1
-11,-50,-1,-1
-12,-51,1,0
-11,-51,1,0
-10,-51,0,1
-10,-50,1,0
-9,-50,0,1
-9,-49,1,0
-8,-49,0,1
-8,-48,1,0
-7,-48,0,1
-7,-47,1,-1
-6,-48,1,0
-5,-48,1,0
-4,-48,1,0
-3,-48,0,1
-3,-47,1,0
-2,-47,1,0
-1,-47,0,1
-1,-46,-1,0
-2,-46,-1,0
-3,-46,-1,0
-4,-46,0,-1
-4,-47,-1,0
-5,-47,-1,0
-6,-47,0,1
-6,-46,1,0
-5,-46,0,1
-5,-45,0,1
-5,-44,1,1
-4,-43,0,-1
-4,-44,0,-1
-4,-45,1,0
-3,-45,1,0
-2,-45,1,0
-1,-45,0,1
-1,-44,-1,0
-2,-44,-1,0
-3,-44,0,1
-3,-43,1,0
-2,-43,1,0
-1,-43,0,1
-1,-42,-1,0
-2,-42,-1,0
-3,-42,-1,0
-4,-42,-1,-1
-5,-43,0,1
-5,-42,0,1
-5,-41,1,0
-4,-41,1,0
-3,-41,1,0
-2,-41,1,0
-1,-41,0,1
-1,-40,-1,0
-2,-40,-1,0
-3,-40,-1,0
-4,-40,-1,0
-5,-40,-1,1
-6,-39,1,0
-5,-39,1,0
-4,-39,1,0
-3,-39,1,0
-2,-39,1,0
-1,-39,0,1
-1,-38,-1,0
-2,-38,-1,0
-3,-38,-1,0
-4,-38,-1,0
-5,-38,-1,0
-6,-38,0,1
-6,-37,1,0
-5,-37,1,0
-4,-37,1,0
-3,-37,1,0
-2,-37,1,0
-1,-37,0,1
-1,-36,-1,0
-2,-36,-1,0
-3,-36,-1,0
-4,-36,-1,0
-5,-36,-1,0
-6,-36,-1,0
-7,-36,0,1
-7,-35,1,0
-6,-35,1,0
-5,-35,1,0
-4,-35,1,0
-3,-35,1,0
